Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,RTO,Wheel Size
Maruti,Celerio X VXI Option BSIV,Comprehensive,Petrol,5,"22,000",First Owner,998,Manual,2019,21.63,67,90,Aug,2019,40,4.24,Kolkata,WB02,
Honda,Amaze VX i-DTEC,Comprehensive,Diesel,5,"15,000",First Owner,1498,Manual,2014,25.8,98.6,200,Jun,2014,75,4.5,Kolkata,WB08,14
Renault,Duster RXZ 110PS AMT BSIV,Third Party,Diesel,5,"36,181",First Owner,1461,Automatic,2019,19.87,108.5,245,Oct,2019,40,8.0,Kolkata,WB06,16
Mercedes-Benz,E-Class E 350d,Comprehensive,Diesel,5,"47,963",First Owner,2987,Automatic,2017,17,254.8,620,Apr,2017,60,42.0,Kolkata,WB02,17
Hyundai,Venue SX Opt iMT,Comprehensive,Petrol,5,"11,000",First Owner,998,Manual,2021,18,118.35,171.6,Oct,2021,20,9.5,Kolkata,WB02,16
Hyundai,Elantra SX,Third Party,Petrol,5,"33,816",Second Owner,1797,Manual,2015,16.3,147.4,177.5,Sept,2015,75,5.01,Kolkata,WB08,16
Skoda,Superb LK 1.8 TSI AT,Comprehensive,Petrol,5,"59,000",First Owner,1798,Automatic,2019,14.67,177.46,2,Jun,2019,40,21.75,Kolkata,WB02,17
Hyundai,Verna 1.4 VTVT,Third Party,Petrol,5,"37,561",Third Owner,1396,Manual,2014,17.43,105.5,135.3,Nov,2014,75,3.32,Kolkata,WB02,15
Tata,Tiago 1.2 Revotron XM,Third Party,Petrol,5,"41,137",First Owner,1199,Manual,2016,23.84,84,114,Aug,2016,70,3.0,Kolkata,RJ07,
Maruti,Alto LX,Not Available,Petrol,5,"37,899",First Owner,796,Manual,2010,19.7,46.3,62,Oct,2010,75,1.24,Kolkata,WB06,12
Maruti,Esteem Vxi - BSIII,Not Available,Petrol,5,"45,872",First Owner,1298,Manual,2006,15.9,85,110 ,Jun,2006,75,0.9,Kolkata,WB12,13
Maruti,Ciaz 1.4 Delta,Comprehensive,Petrol,5,"76,637",First Owner,1373,Manual,2017,20.73,91.1,130,May,2017,60,4.5,Kolkata,WB02,
BMW,X5 3.0d,Third Party,Diesel,5,"1,18,205",Fourth Owner,2993,Automatic,2008,11,,,Jul,2008,75,11.85,Kolkata,PB04,18
Mercedes-Benz,E-Class E250 CDI Avantgarde,Comprehensive,Diesel,5,"60,000",First Owner,2143,Automatic,2014,14.21,203,500,Jan,2014,75,14.75,Kolkata,WB02,17
Hyundai,i10 Magna 1.1L,Third Party,Petrol,5,"47,102",First Owner,1086,Manual,2011,19.81,68.05,99.04,Jun,2011,75,1.88,Kolkata,PB10,
Tata,Harrier XZ,Third Party,Diesel,5,"23,933",First Owner,1956,Manual,2021,16.35,167.67,350,Mar,2021,20,17.0,Kolkata,BR01,17
Maruti,Alto 800 LXI,Third Party,Petrol,5,,First Owner,796,Manual,2014,22.74,47.3,69,Jul,2014,75,2.27,Kolkata,WB06,
Hyundai,i20 Active 1.2 S,Third Party,Petrol,5,"34,981",First Owner,1197,Manual,2018,17.19,81.86,114.73,Mar,2018,50,4.7,Kolkata,WB26,16
Maruti,Ritz LDi,Third Party,Diesel,5,"78,839",Second Owner,1248,Manual,2011,21.1,73.9,190,May,2011,75,1.8,Kolkata,WB06,14
Maruti,Alto K10 LXI,Third Party,Petrol,5,"16,179",First Owner,998,Manual,2011,20.92,67.1,90,Sept,2011,75,1.52,Kolkata,WB06,13
Maruti,Celerio VDi,Comprehensive,Diesel,5,"55,001",First Owner,793,Manual,2016,27.62,47,125,Apr,2016,70,2.65,Kolkata,WB02,
Mercedes-Benz,E-Class E350 CDI Avantgrade,Comprehensive,Diesel,5,"15,077",Second Owner,2987,Automatic,2016,13,265,620,Feb,2016,70,27.49,Kolkata,WB02,17
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Comprehensive,Petrol,5,"6,000",First Owner,1197,Manual,2017,18.9,81.86,113.75,Feb,2017,60,4.6,Kolkata,WB06,
Kia,Seltos HTK Plus G,Comprehensive,Petrol,5,"14,000",First Owner,1497,Manual,2020,16.8,113.43,144,May,2020,30,10.4,Kolkata,WB02,16
Audi,A4 Technology,Comprehensive,Petrol,5,"4,974",First Owner,1998,Automatic,2021,17.42,187.74,320,Jul,2021,20,42.99,Kolkata,WB02,17
Skoda,Slavia 1.0 TSI Ambition,Third Party insurance,Petrol,5,"7,300",,999,Manual,2022,19.47,113.98,178,,,15,10.75,Kolkata,,16
Hyundai,Accent Executive,Third Party,Petrol,5,"19,978",First Owner,1495,Manual,2008,16.36,93.7,124.6,Feb,2009,75,1.0,Kolkata,WB06,13
Hyundai,i20 Magna 1.2,Third Party,Petrol,5,"52,630",First Owner,1197,Manual,2015,18.6,81.83,114.7,Dec,2015,75,4.0,Kolkata,WB08,
Hyundai,Grand i10 Sportz,Third Party,Petrol,5,"35,386",First Owner,1197,Manual,2014,18.9,82,114,Aug,2014,75,3.2,Kolkata,WB02,
Mercedes-Benz,E-Class E350 CDI Avantgrade,Comprehensive,Diesel,5,"15,076",Second Owner,2987,Automatic,2016,13,265,620,Aug,2016,70,27.49,Kolkata,WB02,17
Maruti,Swift 1.3 VXi,Third Party,Petrol,5,"57,495",First Owner,1298,Manual,2006,16.1,8,11,Mar,2006,75,1.0,Kolkata,WB74,14
Honda,City i VTEC VX,Third Party,Petrol,5,"66,393",Fourth Owner,1497,Manual,2014,17.4,117.3,145,Oct,2014,75,3.96,Kolkata,WB02,15
Honda,Amaze VX Petrol,Third Party,Petrol,5,"10,015",First Owner,1199,Manual,2020,18.6,88.76,110,Nov,2020,30,8.14,Kolkata,MH49,R15
Hyundai,Verna 1.4 VTVT,Third Party,Petrol,5,"35,600",Second Owner,1396,Manual,2013,17.43,105.5,135.3,May,2013,75,2.99,Kolkata,WB26,
Maruti,Wagon R VXI 1.2 BSIV,Comprehensive,Petrol,5,"33,000",First Owner,1197,Manual,2013,21.5,81.80,113,Dec,2013,75,2.6,Kolkata,WB22,
Hyundai,i10 Sportz 1.2,Not Available,Petrol,5,"49,710",First Owner,1197,Manual,2009,20.36,78.9,111.8,May,2009,75,1.7,Kolkata,WB06,13
Hyundai,Santro Xing GLS,Not Available,Petrol,5,"91,058",First Owner,1086,Manual,2010,17.92,62.1,96.1,Feb,2010,75,1.15,Kolkata,WB06,13
Maruti,Ciaz 1.4 Delta,Comprehensive,Petrol,5,"36,000",First Owner,1373,Manual,2017,20.73,91.1,130,Aug,2017,60,5.44,Kolkata,WB02,
Hyundai,i10 Sportz 1.2,Not Available,Petrol,5,"51,182",First Owner,1197,Manual,2009,20.36,78.9,111.8,May,2009,75,1.7,Kolkata,WB06,13
Hyundai,EON Magna Plus,Third Party insurance,Petrol,5,"38,742",Second Owner,814,Manual,2013,21.1,55.2,74.5,Sept,2013,75,2.25,Kolkata,WB02,
Mahindra,XUV500 W9 AT BSIV,Not Available,Diesel,7,"7,196",First Owner,2179,Automatic,2019,15.1,152.87,360,Dec,2019,40,13.5,Kolkata,WB26,17
Maruti,Baleno 1.2 CVT Alpha,Third Party insurance,Petrol,5,"39,128",First Owner,1197,Automatic,2018,21.4,83.1,115,Mar,2018,50,6.55,Kolkata,WB02,16
Hyundai,Grand i10 Asta,Third Party insurance,Petrol,5,"31,763",First Owner,1197,Manual,2013,18.9,82,114,Nov,2013,75,3.0,Kolkata,WB02,14
Maruti,Ciaz Alpha BSIV,Comprehensive,Petrol,5,"35,000",First Owner,1462,Manual,2019,21.56,103.25,138,Aug,2019,40,6.95,Kolkata,WB02,16
Maruti,Ertiga SHVS VDI,Third Party insurance,Diesel,7,"52,000",First Owner,1248,Manual,2017,24.52,88.5,200,Feb,2017,60,7.0,Kolkata,WB02,
Tata,Nexon XZ Plus HS,Third Party,Petrol,5,"4,304",First Owner,1199,Manual,2022,17.57,118.36,170,Aug,2022,15,9.3,Kolkata,WB24,16
Maruti,Alto Std,Not Available,Petrol,5,"18,288",Second Owner,796,Manual,2005,19.7,46.3,62,Mar,2005,75,0.80132,Kolkata,WB02,12
Hyundai,Creta 1.6 SX,Not Available,Petrol,5,"21,359",Second Owner,1591,Manual,2019,15.8,121.3,151,Aug,2019,40,9.89,Kolkata,WB06,17
Tata,Nano XT,Third Party,Petrol,4,"49,652",First Owner,624,Manual,2015,23.9,37.48,51,Aug,2015,75,0.8,Kolkata,WB26,
Hyundai,i20 Asta Option 1.2,Third Party,Petrol,5,"37,901",First Owner,1197,Manual,2015,18.6,81.83,114.7,Dec,2015,75,4.2,Kolkata,WB02,16
Toyota,Innova Crysta 2.4 VX MT 8 STR,Comprehensive,Diesel,8,"36,000",First Owner,2393,Manual,2017,13.68,147.51,343,Aug,2017,60,17.95,Kolkata,WB02,16
Mahindra,XUV500 W8 2WD,Not Available,Diesel,7,"49,544",First Owner,2179,Manual,2016,16,140,330,Jun,2016,70,9.0,Kolkata,WB02,17
Honda,City i VTEC SV,Third Party,Petrol,5,"46,806",First Owner,1497,Manual,2014,17.4,117.3,145,Apr,2014,75,3.2,Kolkata,WB24,
Maruti,Swift Dzire VXi,Third Party,Petrol,5,"42,162",First Owner,1298,Manual,2009,17.5,85.8,114,Aug,2009,75,1.97,Kolkata,WB06,14
Mahindra,Quanto C4,Not Available,Diesel,7,"1,08,582",Fourth Owner,1493,Manual,2014,17.21,100,240,Apr,2014,75,2.6,Kolkata,WB14,
Citroen,C5 Aircross Shine,Comprehensive,Diesel,5,"16,594",First Owner,1997,Automatic,2021,18.6,174,400,May,2021,20,26.99,Kolkata,WB02,18
Hyundai,Creta 1.6 VTVT SX Plus,Third Party insurance,Petrol,5,"44,000",First Owner,1591,Manual,2016,13,121.3,151,Jun,2016,70,8.0,Kolkata,WB02,17
Mahindra,Bolero B6 Opt,Third Party insurance,Diesel,7,"30,000",First Owner,1493,Manual,2020,16,74.96,210,Oct,2020,30,8.4,Kolkata,WB02,
Honda,Amaze S Petrol BSIV,Third Party insurance,Petrol,5,"49,000",First Owner,1199,Manual,2016,19.5,88.76,110,Mar,2016,70,3.0,Kolkata,WB02,
Audi,A6 45 TFSI Technology,Comprehensive,Petrol,5,"23,271",First Owner,1984,Automatic,2021,14.11,241.3,370,Apr,2021,20,54.99,Kolkata,JH05,18
Maruti,Ertiga SHVS VDI,Third Party insurance,Diesel,7,"55,000",First Owner,1248,Manual,2016,24.52,88.5,200,Jun,2016,70,6.5,Kolkata,WB06,
Honda,Amaze S Petrol BSIV,Third Party insurance,Petrol,5,"12,539",First Owner,1199,Manual,2019,19.5,88.76,110,Dec,2019,40,5.5,Kolkata,WB02,
Jeep,Compass 1.4 Limited,Not Available,Petrol,5,"29,994",First Owner,1368,Automatic,2018,16,160,250,May,2018,50,13.0,Kolkata,WB02,17
Hyundai,Venue SX Diesel BSIV,Third Party insurance,Diesel,5,"28,800",First Owner,1396,Manual,2020,23.7,88.76,219.6,Nov,2020,30,9.0,Kolkata,WB24,16
Mahindra,XUV500 W8 FWD,Comprehensive,Diesel,7,"87,384",First Owner,2179,Manual,2012,15.1,140,330,Aug,2012,75,4.6,Kolkata,WB02,17
Mercedes-Benz,S-Class Maybach S500,Third Party insurance,Petrol,4,"24,500",First Owner,4663,Automatic,2017,7.81,459,700,Jul,2017,60,1.16,Kolkata,WB02,19
Mercedes-Benz,GLA Class 200 d Sport,Third Party insurance,Diesel,5,"18,800",Second Owner,2143,Automatic,2018,17.9,136,300,Dec,2018,50,23.95,Kolkata,WB02,18
Hyundai,i20 1.2 Asta Dual Tone,Not Available,Petrol,5,"28,228",Second Owner,1197,Manual,2018,18.6,81.83,114.7,Feb,2018,50,6.0,Kolkata,WB02,16
Jeep,Compass 1.4 Limited Option Black,Third Party,Petrol,5,"38,786",First Owner,1368,Automatic,2018,16,160,250,Mar,2018,50,13.0,Kolkata,WB02,17
Hyundai,Creta 1.6 VTVT S,Third Party,Petrol,5,"52,235",First Owner,1591,Manual,2015,15.29,121.3,151,Dec,2015,75,6.7,Kolkata,WB02,
Honda,City i DTec VX,Third Party insurance,Diesel,5,"50,000",First Owner,1498,Manual,2017,26,98.6,200,Aug,2017,60,7.5,Kolkata,WB02,15
Hyundai,Elantra SX,Third Party insurance,Petrol,5,"41,000",First Owner,1797,Manual,2014,16.3,147.5,177.5,Jul,2014,75,4.0,Kolkata,WB02,16
Ford,Endeavour 3.2 Titanium AT 4X4,Comprehensive,Diesel,7,"69,325",First Owner,3198,Automatic,2018,10.91,197,470,Nov,2018,50,24.99,Kolkata,OD13,18
Mercedes-Benz,E-Class E250 CDI Avantgarde,Comprehensive,Diesel,5,"60,725",Second Owner,2143,Automatic,2014,14.21,203,500,Jan,2014,75,15.99,Kolkata,WB02,17
Mahindra,Scorpio LX 2WD 7S,Not Available,Diesel,7,"88,038",First Owner,2179,Manual,2013,12.05,120,290,Aug,2013,75,5.0,Kolkata,WB02,16
Honda,City i VTEC SV,Comprehensive,Petrol,5,"66,131",First Owner,1497,Manual,2016,17.8,117.3,145,Nov,2017,70,5.75,Kolkata,WB68,
Land,Rover Discovery Sport SD4 HSE Luxury 7S,Comprehensive,Diesel,7,"51,830",First Owner,2179,Automatic,2020,12.51,187.7,420,Feb,2020,30,44.99,Kolkata,OD05,18
Toyota,Innova Crysta 2.4 VX MT BSIV,Third Party insurance,Diesel,7,"80,000",First Owner,2393,Manual,2017,13.68,147.8,343,Nov,2017,60,17.5,Kolkata,WB24,16
Honda,City 1.5 S MT,Not Available,Petrol,5,"58,648",Second Owner,1497,Manual,2009,17,"118PS at 6,600 ",146Nm at 4800 r,Mar,2009,75,2.2,Kolkata,WB06,15
Chevrolet,Tavera Neo 3 10 Seats BSIII,Comprehensive,Diesel,10,"35,000",Second Owner,2499,Manual,2012,13.58,72.4,171,Jul,2012,75,3.5,Kolkata,WB26,
Datsun,RediGO T Option,Not Available,Petrol,5,"4,229",First Owner,799,Manual,2017,22.7,53.64,72,Jan,2018,60,2.0,Kolkata,WB10,
Honda,City S,Third Party,Petrol,5,"61,901",First Owner,1497,Manual,2011,16.8,116.4,146,Nov,2011,75,2.7,Kolkata,WB06,15
Tata,Nexon 1.2 Revotron XM,Not Available,Petrol,5,"4,730",First Owner,1198,Manual,2019,17,108.5,170,Jan,2020,40,6.5,Kolkata,WB02,
Datsun,GO T BSIV,Not Available,Petrol,5,"22,188",First Owner,1198,Manual,2018,20.63,67,104,Feb,2018,50,2.87,Kolkata,WB08,
Maruti,Eeco 5 Seater AC BSIV,Comprehensive,Petrol,5,"29,000",First Owner,1196,Manual,2014,15.37,73,101,Aug,2014,75,2.51,Kolkata,WB02,
Honda,City 1.5 S MT,Third Party,Petrol,5,"45,172",Second Owner,1497,Manual,2009,17,"118PS at 6,600 ",146Nm at 4800 r,Jun,2009,75,2.5,Kolkata,WB06,15
Honda,Jazz X,Comprehensive,Petrol,5,"58,000",First Owner,1198,Manual,2012,16.7,88.8,110,Oct,2012,75,2.5,Kolkata,WB02,15
Hyundai,Grand i10 1.2 Kappa Magna BSIV,Comprehensive,Petrol,5,"6,000",First Owner,1197,Manual,2017,18.9,81.86,113.75,Aug,2017,60,4.55,Kolkata,WB02,
Ford,Fiesta 1.6 SXI ABS Duratec,Comprehensive,Petrol,5,"50,000",First Owner,1596,Manual,2010,15.3,,,Aug,2010,75,1.95,Kolkata,WB06,15
Mercedes-Benz,C-Class C 200 CGI Avantgarde,Comprehensive,Petrol,5,"26,000",First Owner,1796,Automatic,2013,11.74,186,285,Oct,2013,75,10.75,Kolkata,WB02,17
Mahindra,Scorpio BSIV,Third Party,Diesel,7,"72,000",First Owner,2523,Manual,2013,15.4,75,200,Jul,2013,75,4.75,Kolkata,WB02,
Maruti,Wagon R AMT VXI,Not Available,Petrol,5,"50,698",First Owner,998,Automatic,2018,20.51,67,90,Jun,2018,50,3.15,Kolkata,WB02,
Renault,KWID Climber 1.0 MT Opt,Third Party,Petrol,5,"1,496",Second Owner,999,Manual,2020,21.74,67,91,Dec,2020,30,4.2,Kolkata,WB10,
Hyundai,i20 Sportz 1.2,Third Party,Petrol,5,"43,470",First Owner,1197,Manual,2014,18.6,81.83,114.7,Dec,2014,75,4.0,Kolkata,WB08,
Mahindra,KUV 100 NXT D75 K2,Third Party,Diesel,6,"55,697",First Owner,1198,Manual,2017,25.32,77,190,Nov,2017,60,3.0,Kolkata,WB02,
Maruti,Wagon R VXI BS IV,Not Available,Petrol,5,"38,570",First Owner,998,Manual,2012,18.9,67.1,90,Aug,2012,75,1.7,Kolkata,WB24,14
Ford,Figo Petrol EXI,Not Available,Petrol,5,"19,408",First Owner,1196,Manual,2010,15.6,70,102,Sept,2010,75,1.0,Kolkata,PB13,14
Ambassador,Grand 1500 DSZ BSIII,Not Available,Diesel,5,"76,490",Second Owner,1995,Manual,2010,12.8,52,106 ,Feb,2010,75,0.95,Kolkata,WB06,15
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"1,400",First Owner,796,Manual,2017,22.05,47.33,69,Oct,2017,60,2.69,Kolkata,WB02,
Hyundai,i20 Sportz,Comprehensive,Petrol,5,"17,200",First Owner,1197,Manual,2021,21,81.80,114.74,Nov,2021,20,7.5,Kolkata,WB18,
Maruti,Baleno 1.2 Zeta,Third Party,Petrol,5,"17,536",First Owner,1197,Manual,2019,21.4,83.1,115,Jul,2019,40,5.5,Kolkata,WB02,16
Honda,Amaze S i-Vtech,Comprehensive,Petrol,5,"34,866",First Owner,1198,Manual,2013,18,86.7,109,Oct,2013,75,2.2,Kolkata,WB02,
Honda,WR-V i-DTEC VX,Third Party,Diesel,5,"1,11,772",First Owner,1498,Manual,2017,25.5,98.6,200,Sept,2017,60,4.5,Kolkata,WB02,16
Mahindra,XUV500 W9 BSIV,Third Party insurance,Diesel,7,"25,000",First Owner,2179,Manual,2018,15.1,152.87,360,Apr,2018,50,9.0,Kolkata,WB10,17
Mahindra,Ssangyong Rexton RX7,Third Party,Diesel,7,"86,715",Second Owner,2696,Automatic,2013,11.18,184,402,Mar,2013,75,2.8,Kolkata,WB02,16
Maruti,Ertiga VDI,Third Party,Diesel,7,"86,240",Second Owner,1248,Manual,2014,20.77,88.76,200,May,2014,75,4.2,Kolkata,WB20,
Hyundai,i20 1.2 Asta,Third Party,Petrol,5,"7,573",First Owner,1197,Manual,2018,18.6,81.83,114.7,Aug,2018,50,5.5,Kolkata,WB02,16
Audi,A6 35 TDI Premium,Not Available,Diesel,5,"14,200",Fourth Owner,1968,Automatic,2014,17.68,174.33,380,Apr,2015,75,15.23,Kolkata,WB02,17
Renault,Duster 85PS Diesel RxL Plus,Not Available,Diesel,5,"1,06,898",First Owner,1461,Manual,2013,20.45,83.8,200,Dec,2013,75,2.2,Kolkata,WB02,16
Renault,KWID 1.0 AMT RXT,Not Available,Petrol,5,"37,272",Second Owner,999,Automatic,2019,24.04,67,91,Dec,2019,40,3.32,Kolkata,WB58,
Maruti,Ciaz ZDi SHVS,Third Party insurance,Diesel,5,"65,000",First Owner,1248,Manual,2016,28.09,88.5,200,Apr,2016,70,4.75,Kolkata,WB02,15
Tata,Nexon 1.5 Revotorq XM,Comprehensive,Diesel,5,"58,021",First Owner,1497,Manual,2017,21.5,108.5,260,Dec,2017,60,6.15,Kolkata,WB32,
Maruti,Ciaz S 1.4,Third Party,Petrol,5,"73,059",First Owner,1373,Manual,2018,28.09,91.1,130,Apr,2018,50,4.9,Kolkata,WB02,16
Maruti,Swift Dzire LXi,Not Available,Petrol,5,"81,506",First Owner,1298,Manual,2009,17.5,85.8,114,Mar,2009,75,1.5,Kolkata,WB06,14
Ford,Ecosport 1.5 Diesel Titanium,Third Party,Diesel,5,"12,461",First Owner,1498,Manual,2021,21.7,98.96,215,Mar,2021,20,8.3,Kolkata,WB20,R16
Renault,Duster 85PS Diesel RxL,Not Available,Diesel,5,"17,711",First Owner,1461,Manual,2014,20.45,83.8,200,May,2014,75,4.5,Kolkata,WB66,16
Hyundai,Grand i10 CRDi Asta,Third Party,Diesel,5,"44,200",First Owner,1120,Manual,2014,24,70,160,May,2014,75,2.8,Kolkata,WB02,14
Maruti,Swift Dzire 1.2 Vxi BSIV,Third Party,Petrol,5,"42,104",First Owner,1197,Manual,2010,17.5,85.8,114,Aug,2010,75,1.6,Kolkata,WB20,14
Hyundai,i20 Active 1.2 S,Comprehensive,Petrol,5,"79,329",First Owner,1197,Manual,2016,17.19,81.86,114.73,Apr,2016,70,4.75,Kolkata,WB02,16
Maruti,Swift VXI,Not Available,Petrol,5,"32,572",Second Owner,1197,Manual,2021,21.21,81.80,113,Mar,2021,20,6.0,Kolkata,WB02,
Maruti,Swift Dzire VXI,Not Available,Petrol,5,"2,545",First Owner,1197,Manual,2016,20.85,83.14,115,Nov,2016,70,5.0,Kolkata,WB24,
Maruti,Swift Lxi BSIII,Comprehensive,Petrol,5,"33,515",First Owner,1298,Manual,2009,16.1,8,11,May,2009,75,1.5,Kolkata,WB06,14
Honda,Amaze S i-Vtech,Not Available,Petrol,5,"37,282",Second Owner,1198,Manual,2013,18,86.7,109,Dec,2013,75,2.0,Kolkata,WB02,
Maruti,Swift Dzire ZXI,Not Available,Petrol,5,"84,684",First Owner,1197,Manual,2013,19.1,85.8,114,Apr,2013,75,3.5,Kolkata,WB02,15
Toyota,Etios V,Third Party,Petrol,5,"49,231",First Owner,1496,Manual,2011,17.6,,,Jul,2011,75,2.25,Kolkata,WB06,15
Renault,Duster 110PS Diesel RxL,Third Party,Diesel,5,"24,990",First Owner,1461,Manual,2015,19.64,108.45,245,Dec,2015,75,5.0,Kolkata,WB02,
Maruti,Wagon R AMT VXI Option,Third Party,Petrol,5,"63,717",First Owner,998,Automatic,2018,20.51,67,90,Jul,2018,50,4.0,Kolkata,WB10,
Chevrolet,Aveo U-VA 1.2 LS,Third Party,Petrol,5,"35,186",First Owner,1150,Manual,2009,15.26,74.9,110,Jun,2009,75,0.8,Kolkata,WB38,13
Kia,Seltos HTX G,Third Party,Petrol,5,"4,253",First Owner,1497,Manual,2020,16.8,113.43,144,Aug,2020,30,12.5,Kolkata,WB02,17
Hyundai,i10 Magna 1.2,Third Party,Petrol,5,"51,965",First Owner,1197,Manual,2009,20.36,78.9,111.7,Sept,2009,75,1.5,Kolkata,JH10,13
Maruti,Swift Dzire VXi,Not Available,Petrol,5,"98,685",Third Owner,1298,Manual,2008,17.5,85.8,114,Sept,2008,75,1.75,Kolkata,WB06,14
Hyundai,Creta 1.6 VTVT AT SX Plus,Third Party,Petrol,5,"33,817",Third Owner,1591,Automatic,2017,13,121.3,151,May,2017,60,7.8,Kolkata,WB26,17
Volkswagen,Polo Petrol Trendline 1.2L,Not Available,Petrol,5,"32,643",First Owner,1198,Manual,2012,16.47,73.9,110,Feb,2012,75,2.0,Kolkata,WB06,14
Mahindra,XUV500 W10 AWD,Third Party insurance,Diesel,7,"53,000",First Owner,2179,Manual,2017,16,140,330,Apr,2017,60,10.0,Kolkata,WB08,17
Maruti,Alto 800 LXI,Third Party,Petrol,5,"32,773",First Owner,796,Manual,2020,22.05,47.33,69,Aug,2020,30,3.0,Kolkata,WB52,
Maruti,Alto LXi,Third Party,Petrol,5,"14,534",First Owner,796,Manual,2011,19.7,46.3,62,Oct,2011,75,1.5,Kolkata,WB06,12
Skoda,New Laura Ambiente 2.0 TDI CR MT,Comprehensive,Diesel,5,"79,631",First Owner,1968,Manual,2013,20,108.5,250,Jun,2013,75,2.7,Kolkata,WB02,16
Hyundai,Xcent 1.2 Kappa SX,Third Party,Petrol,5,"20,699",Second Owner,1197,Manual,2016,19.1,82,114,May,2016,70,3.6,Kolkata,WB24,14
Hyundai,EON Era Plus,Third Party,Petrol,5,"73,929",Second Owner,814,Manual,2013,21.1,55.2,74.5,Jan,2013,75,1.4,Kolkata,RJ14,
Ford,Ecosport 1.5 TDCi Titanium BSIV,Third Party,Diesel,5,"81,129",First Owner,1498,Manual,2015,22.77,98.59,205,Nov,2015,75,4.5,Kolkata,WB06,16
Mahindra,Marazzo M6,Third Party,Diesel,7,"1,05,247",Second Owner,1497,Manual,2018,17.3,121,300,Oct,2018,50,6.5,Kolkata,WB26,
Maruti,Swift LXI,Third Party,Petrol,5,"18,178",First Owner,1197,Manual,2020,21.21,81.80,113,Jan,2021,30,5.0,Kolkata,WB10,
Hyundai,Verna 1.6 CRDi EX MT,Comprehensive,Diesel,5,"90,051",First Owner,1582,Manual,2011,22.32,126.3,259.9,Aug,2011,75,2.5,Kolkata,WB06,15
Mahindra,XUV500 W10 2WD,Third Party,Diesel,7,"71,533",First Owner,2179,Manual,2017,16,140,330,Oct,2017,60,9.5,Kolkata,WB06,17
Maruti,Ciaz ZDi,Third Party,Diesel,5,"76,822",First Owner,1248,Manual,2015,26.21,88.5,200,Jul,2015,75,5.5,Kolkata,WB02,15
Maruti,Alto K10 VXI,Third Party,Petrol,5,"40,457",First Owner,998,Manual,2015,23.95,67.05,90,Oct,2015,75,2.5,Kolkata,WB24,
Mahindra,Thar LX 4-Str Convert Top Diesel AT,Third Party,Diesel,4,"21,110",First Owner,2184,Automatic,2022,,130,300,Jun,2022,15,13.8,Kolkata,WB26,18
Volkswagen,Ameo 1.2 MPI Highline Plus,Third Party,Petrol,5,"12,831",First Owner,1198,Manual,2018,17,73.75,110,Mar,2018,50,4.45,Kolkata,WB08,16
Honda,City i VTEC VX,Not Available,Petrol,5,"53,189",Second Owner,1497,Manual,2016,17.8,117.3,145,Nov,2016,70,5.63,Kolkata,WB02,15
Nissan,Magnite XL,Third Party,Petrol,5,"25,414",First Owner,999,Manual,2021,18.75,71.02,96,Oct,2021,20,6.1,Kolkata,WB24,
Maruti,Alto K10 VXI,Comprehensive,Petrol,5,"40,000",First Owner,998,Manual,2017,23.95,67.05,90,Aug,2017,60,2.9,Kolkata,WB02,
Hyundai,Alcazar Platinum AT,Comprehensive,Petrol,6,"3,347",First Owner,1999,Automatic,2022,14.2,156.9,191,Aug,2022,15,18.5,Kolkata,OD16,18
Audi,A3 cabriolet 40 TFSI Premium Plus,Comprehensive,Petrol,4,"32,649",Third Owner,1798,Automatic,2016,16.6,177,250,Aug,2016,70,32.0,Kolkata,WB02,17
Hyundai,Verna 1.6 SX VTVT (O),Comprehensive,Petrol,5,"37,000",First Owner,1591,Manual,2014,17.1,121.3,154.9,Jun,2014,75,4.35,Kolkata,WB20,16
Tata,Harrier XZA Plus Dual Tone AT,Comprehensive,Diesel,5,"6,000",First Owner,1956,Automatic,2022,14.6,167.67,350,Feb,2023,15,19.0,Kolkata,WB08,17
Toyota,Fortuner 4x4 MT,Comprehensive,Diesel,7,"1,45,000",Second Owner,2982,Manual,2012,12.55,168.5,343,May,2012,75,11.59,Kolkata,WB02,17
Mahindra,KUV 100 NXT G80 K8,Not Available,Petrol,6,"30,265",First Owner,1198,Manual,2017,18.15,82,115,Jul,2018,60,3.5,Kolkata,WB18,15
Maruti,Vitara Brezza ZDi Plus Dual Tone,Not Available,Diesel,5,"69,718",First Owner,1248,Manual,2019,24.3,88.5,200,Apr,2019,40,8.0,Kolkata,WB22,16
Hyundai,i20 Sportz 1.2,Third Party,Petrol,5,"93,299",Second Owner,1197,Manual,2013,18.5,82.85,113.7,Mar,2013,75,2.25,Kolkata,WB02,14
Maruti,Swift Ldi BSIII,Third Party,Diesel,5,"1,39,171",Second Owner,1248,Manual,2009,17.8,7,190,Jul,2009,75,1.5,Kolkata,WB06,14
Hyundai,EON Sportz,Comprehensive,Petrol,5,"69,696",First Owner,814,Manual,2016,21.1,55.2,74.5,Jul,2016,70,2.3,Kolkata,WB02,
